ï»¿업체명,주소,전화번호,업종,지역,홈페이지,이메일,플레이스URL,톡톡활성
삼성우리신경외과의원,경기도 수원시 팔달구 인계동 1125-1 파비오더씨타 3층 307호,031-224-5777,정형외과,수원,https://sswoori-mo3.imweb.me,,https://m.place.naver.com/place/1487272112,Y
뉴삼성에스마취통증의학과의원,경기도 수원시 팔달구 인계동 1125-1 파비오더씨타 3층 350호,,정형외과,수원,http://www.samsungspain.com/,,https://m.place.naver.com/place/1430693530,Y
화서바른마취통증의학과의원,"경기도 수원시 팔달구 화서동 644-1 601호, 603호",,정형외과,수원,http://www.화서바른.com/,,https://m.place.naver.com/place/1663279393,Y
연세튼튼마취통증의학과의원,경기도 수원시 팔달구 인계동 752-11 7층,,정형외과,수원,http://연세튼튼통증의학과.kr,,https://m.place.naver.com/place/1228105658,Y
영통플러스정형외과의원,"경기도 수원시 영통구 영통동 998-5 센타프라자 305, 306호",031-204-7240,정형외과,수원,https://영통플러스정형외과.com,,https://m.place.naver.com/place/1524488287,Y
분당정자굿본재활의학과의원,경기도 성남시 분당구 정자동 155-1 알타워 2층,031-717-0614,정형외과,성남,http://goodbone-jj.co.kr,,https://m.place.naver.com/place/1760009955,Y
분당더바른마취통증의학과의원,경기도 성남시 분당구 서현동 268-1 2층,,정형외과,성남,https://www.분당더바른마취통증의학과.com,,https://m.place.naver.com/place/1168901455,?
판교퍼스트정형외과의원,경기도 성남시 분당구 삼평동 670 유스페이스1 B동 3층,031-705-1111,정형외과,성남,https://www.pangyofirstos.co.kr,,https://m.place.naver.com/place/1141842512,Y
닥터척척의원,"경기도 성남시 중원구 금광동 3706-1 4, 5층",031-745-6000,정형외과,성남,http://drchuk.co.kr/,,https://m.place.naver.com/place/2093008457,Y
연세마스터정형외과의원,경기도 성남시 분당구 서현동 258-1 아름빌딩 3층,,정형외과,성남,https://www.ysmaster.co.kr/,,https://m.place.naver.com/place/1915590032,Y
닥터써클 정형외과의원,경기도 고양시 덕양구 지축동 996-2 성산타워 4층 닥터써클 정형외과,02-371-2231,정형외과,고양,http://drcircle.co.kr/,,https://m.place.naver.com/place/1959748670,Y
성모메트로정형외과의원,경기도 고양시 일산서구 대화동 2220 2층,,정형외과,고양,http://성모메트로정형외과.com/,,https://m.place.naver.com/place/1651651851,Y
일산남다른마취통증의학과의원,경기도 고양시 일산동구 장항동 890-3 2층,031-901-8275,정형외과,고양,https://blog.naver.com/ilsannamdarun,,https://m.place.naver.com/place/1372962862,Y
365서울베스트정형외과의원,"경기도 고양시 덕양구 화정동 970-5 101호, 201호",,정형외과,고양,http://365서울베스트정형외과.kr,,https://m.place.naver.com/place/2013086888,Y
오케이정형외과의원,경기도 고양시 일산동구 풍동 1274 그린메디피아 2층 201호,,정형외과,고양,http://okos.co.kr/,,https://m.place.naver.com/place/1431254276,Y
새기준병원,경기도 용인시 처인구 마평동 612-1,,정형외과,용인,http://new-standard.co.kr/,,https://m.place.naver.com/place/1392826521,Y
광교탑정형외과의원,경기도 용인시 수지구 상현동 1131 601호,,정형외과,용인,http://광교탑정형외과.com/,,https://m.place.naver.com/place/2077452813,Y
연세프라임병원,경기도 용인시 기흥구 마북동 482-10,1588-7542,정형외과,용인,http://primehospital.co.kr/,,https://m.place.naver.com/place/451856099,Y
죽전바른마취통증의학과의원 수지,"경기도 용인시 수지구 죽전동 1003-112 동춘프라자 4층일부, 5층",031-898-0298,정형외과,용인,http://죽전바른.com,,https://m.place.naver.com/place/1554379963,Y
노블365의원,경기도 용인시 기흥구 영덕동 986-6 용인메디컬센터 2층 노블365의원,,정형외과,용인,https://noble365.kr/,,https://m.place.naver.com/place/1702945193,Y
연세프라임병원,경기��� 용인시 기흥구 마북동 482-10,1588-7542,정형외과,용인,http://primehospital.co.kr/,,https://m.place.naver.com/place/451856099,Y
올바른의원,충청북도 청주시 청원구 율량동 2032 3층,02-591-0905,정형외과,청주,https://www.instagram.com/allbarun._.clinic_,,https://m.place.naver.com/place/1012051582,Y
바로나은마취통증의학과정형외과의원,충청북도 청주시 흥덕구 복대동 288-6 3층,043-715-7700,정형외과,청주,https://www.instagram.com/baronaeun_clinic,,https://m.place.naver.com/place/1693828752,Y
본사랑정형외과의원,충청북도 청주시 상당구 용암동 3095 위너프라자 1 2층,043-715-9922,정형외과,청주,https://www.instagram.com/bonelove_orthopedic,,https://m.place.naver.com/place/1675610119,Y
국대정형외과의원,충청북도 청주시 상당구 남문로2가 15 1층 국대정형외과의원,,정형외과,청주,https://blog.naver.com/dsa8302,,https://m.place.naver.com/place/31325009,Y
청주탑병원,충청북도 청주시 상당구 영동 87-4 1~5층,,정형외과,청주,https://cjtop-hospital.com/,,https://m.place.naver.com/place/1445421759,Y
우주메디웰의원,전북특별자치도 전주시 완산구 효자동2가 1358 비전타워 6층,,정형외과,전주,https://www.woojoomediwell.com/,,https://m.place.naver.com/place/36324454,Y
에코삼성정형외과의원,"전북특별자치도 전주시 덕진구 송천동2가 1331-13 2층, 3층, 4층",,정형외과,전주,https://www.ecosamsung.com,,https://m.place.naver.com/place/1471137871,Y
수병원,전북특별자치도 전주시 완산구 효자동2가 1240-11,,정형외과,전주,https://blog.naver.com/v3szft34g,,https://m.place.naver.com/place/20741883,Y
힘내라정형외과의원,전북특별자치도 전주시 덕진구 송천동2가 1422 파인트리몰 4-5층,063-277-3650,정형외과,전주,https://www.him365.kr/,,https://m.place.naver.com/place/1390621403,Y
다사랑병원,전북특별자치도 전주시 완산구 삼천동1가 732-1 다사랑병원,031-340-5000,정형외과,전주,http://jdasarang1.drline.net/,,https://m.place.naver.com/place/11779124,Y
천안바른마취통증의학과의원,충청남도 천안시 동남구 사직동 188-8 2-3층,,정형외과,천안,http://barunpain.kro.kr,,https://m.place.naver.com/place/1110460175,Y
리더스신경외과의원,"충청남도 천안시 서북구 불당동 1628 201호, 202호",,정형외과,천안,http://leadersns.co.kr,,https://m.place.naver.com/place/1847025859,Y
마디손병원,충청남도 천안시 서북구 불당동 1840,041-581-9999,정형외과,천안,http://www.madi-son.com/,,https://m.place.naver.com/place/20150526,Y
반윤성정형외과의원,충청남도 천안시 동남구 신부동 473-2 2층 반윤성정형외과의원,,정형외과,천안,http://bysclinic.ad-media.kr/main,,https://m.place.naver.com/place/1230914687,Y
오름정형외과의원,충청남도 천안시 동남구 신부동 451-1 캐럿21빌딩 6층,,정형외과,천안,https://blog.naver.com/cjs553,,https://m.place.naver.com/place/1291910105,Y
상록탑정형외과의원,"경기도 안산시 상록구 본오동 873-4 현대프라자 5층 501호 502, 503호",,정형외과,안산,http://상록탑정형외과.com,,https://m.place.naver.com/place/1752102008,Y
에이스병원,경기도 안산시 단원구 고잔동 529-6 에이스병원,1800-7575,정형외과,안산,http://www.acehospital.co.kr/,,https://m.place.naver.com/place/36528960,Y
성모본정형외과의원,"경기도 안산시 상록구 사동 1639-24 401호, 402호, 403호, 404호, 405호",,정형외과,안산,http://성모본정형외과.com,,https://m.place.naver.com/place/1297719022,Y
안산튼튼병원,경기도 안산시 상록구 이동 593-1 광덕빌딩,,정형외과,안산,http://www.astntn.com/,,https://m.place.naver.com/place/12783001,Y
성포본척척365의원,경기도 안산시 상록구 월피동 445-10 4층,031-413-3365,정형외과,안산,http://bonechukchuk365.com/main/index.php,,https://m.place.naver.com/place/1159503632,Y
인제팔팔의원,제주특별자치도 제주시 일도이동 367-2 1층,064-756-8882,정형외과,제주,,,https://m.place.naver.com/place/819458089,Y
최우수정형외과의원,제주특별자치도 제주시 아라일동 2568 3층,,정형외과,제주,http://thebestos.co.kr/,,https://m.place.naver.com/place/1150061561,Y
이태우정형외과의원,제주특별자치도 제주시 도련일동 1938-2 2층,064-726-3331,정형외과,제주,http://ltworthopedi.ad-media.kr/main,,https://m.place.naver.com/place/1554910490,Y
국가대표정형외과의원,"제주특별자치도 제주시 연동 1372-4 2, 3층",,정형외과,제주,http://www.jejuteamdoctor.com,,https://m.place.naver.com/place/1275799672,Y
구구정형외과의원,제주특별자치도 제주시 외도일동 499-15 . 2층,064-747-0199,정형외과,제주,https://www.guguos.com,,https://m.place.naver.com/place/1850433244,Y
서울내과의원,서울특별시 중구 신당동 294-13 5층,1588-0831,내과,서울,,,https://m.place.naver.com/place/30805681,Y
서울삼성내과의원,"서울특별시 중구 의주로1가 25-10 바비엥 2, 2층",02-793-5588,내과,서울,https://blog.naver.com/samsungimrenal,,https://m.place.naver.com/place/11681153,Y
서울가정의학과의원,서울특별시 중구 태평로2가 340-6 대한일보빌딩 201호,,내과,서울,https://blog.naver.com/namroh,,https://m.place.naver.com/place/12999022,Y
센텀속시원내과의원,부산광역시 해운대구 우동 1081-5 메디컬센터 7층,051-731-7272,내과,부산,http://속시원내과.com,,https://m.place.naver.com/place/1393053913,Y
더탄탄병원,부산광역시 사하구 괴정동 950-2 괴정어반푸르지오 상가 1~4층 더탄탄병원,,내과,부산,http://www.thetantanhospital.com/,,https://m.place.naver.com/place/1124793424,Y
부산 복십자의원,부산광역시 남구 대연동 73-18 4층,,내과,부산,https://busanforu.knta.or.kr,,https://m.place.naver.com/place/13250924,Y
해운대부민병원,부산광역시 해운대구 우동 641-4,1670-0082,내과,부산,http://www.bumin.co.kr/haeundae/;jsessionid=697E3B78F83EBE8A7DE99C56F945F47F,,https://m.place.naver.com/place/37021161,Y
화명일신기독병원,부산광역시 북구 화명동 1170-12 화명일신기독병원,051-363-0331,내과,부산,http://www.hmilsin.or.kr/,,https://m.place.naver.com/place/13250034,Y
서울아산내과의원,"대구광역시 수성구 신매동 567 아레나스포츠센터 2층, 4층",02-442-2080,내과,대구,http://www.asanmedi.com/,,https://m.place.naver.com/place/1204998820,Y
365광장속내과의원,대구광역시 수성구 신매동 567-58 시지스퀘어 3층,053-793-0365,내과,대구,https://www.365square.co.kr/,,https://m.place.naver.com/place/1326599313,Y
라파엘병원,대구광역시 중구 남산동 700-11,053-740-8100,내과,대구,http://www.raphaelhospital.com/,,https://m.place.naver.com/place/11870779,Y
침산경대연합내과의원,"대구광역시 북구 침산동 285-2 5층 502호, 503호, 504호",053-357-7375,내과,대구,https://blog.naver.com/csknuim,,https://m.place.naver.com/place/2021977136,Y
우리들병원 대구,대구광역시 중구 동인동2가 50-5 SHL동성빌딩,053-212-3000,내과,대구,https://daegu.wooridul.co.kr/,,https://m.place.naver.com/place/19513771,Y
삼성베스트내과의원,인천광역시 부평구 삼산동 464-5 거림타워 4층 삼성베스트내과의원,,내과,인천,http://www.ssbestclinic.co.kr,,https://m.place.naver.com/place/1366453772,Y
검단이엠365의원,"인천광역시 서구 원당동 1040-3 2층, 3층 검단EM365의원",,내과,인천,http://www.gdem365.com/,,https://m.place.naver.com/place/1831998777,Y
다나은365의원,인천광역시 부평구 십정동 396-10 4층 다나은365의원,,내과,인천,https://blog.naver.com/o1lmf45o,,https://m.place.naver.com/place/1479487012,Y
송도탑내과의원,인천광역시 연수구 송도동 30-2 판매시설 A동 305~312호,032-719-8089,내과,인천,http://www.sdtop.co.kr/,,https://m.place.naver.com/place/1980900955,Y
송도미래내과의원,인천광역시 연수구 송도동 21-1 B.M빌딩 4층,,내과,인천,https://www.instagram.com/mirae_internal_medicine/,,https://m.place.naver.com/place/1410084773,Y
수완더건강한365의원,광주광역시 광산구 수완동 1424 4층,062-716-1500,내과,광주,https://blog.naver.com/elucidator82,,https://m.place.naver.com/place/1415191257,Y
광주아주병원,광주광역시 북구 각화동 505-13 광주아주병원,062-716-7000,내과,광주,http://www.ajoumedi.com,,https://m.place.naver.com/place/32067947,Y
굿모닝내과의원,광주광역시 남구 봉선동 465-3 201호,031-965-7800,내과,광주,http://goodmorningim.imweb.me,,https://m.place.naver.com/place/30938468,Y
최승호내과의원,광주광역시 서구 화정동 415 2층 201호,062-453-6600,내과,광주,https://blog.naver.com/chsho811,,https://m.place.naver.com/place/1097738948,Y
상쾌한박완내과의원,광주광역시 서구 마륵동 172-48 2층,062-374-3740,내과,광주,,,https://m.place.naver.com/place/37472176,Y
주생명의원,대전광역시 유성구 상대동 474-1 상대프라자 4F,042-825-3500,내과,대전,http://jmedilife.com/,,https://m.place.naver.com/place/21244307,Y
한사랑의원,"대전광역시 서구 탄방동 730 스카이빌딩 1,6층",1688-2227,내과,대전,http://hansarang365ds.co.kr,,https://m.place.naver.com/place/21041757,Y
대전 복십자의원,대���광역시 중구 선화동 354-3 2층,,내과,대전,https://daejeonforu.knta.or.kr,,https://m.place.naver.com/place/1507686906,Y
속속봄내과의원,대전광역시 서구 둔산동 1499 2층,,내과,대전,http://soksokbom.com,,https://m.place.naver.com/place/1696065317,Y
한사랑정형외과의원,"대전광역시 서구 둔산동 1361 강남프라자 7층,8층,9층",031-714-3300,내과,대전,http://hansarang365os.co.kr,,https://m.place.naver.com/place/38591174,Y
대전 복십자의원,대전광역시 중구 선화동 354-3 2층,,내과,대전,https://daejeonforu.knta.or.kr,,https://m.place.naver.com/place/1507686906,Y
이영암 내과의원,울산광역시 남구 신정동 662-9 4층,052-716-0007,내과,울산,https://이영암내과.com/,,https://m.place.naver.com/place/1823867594,Y
굿모닝병원,울산광역시 남구 달동 972,031-5182-7700,내과,울산,http://www.gm-hospital.co.kr/,,https://m.place.naver.com/place/11559210,Y
비케이내과의원,울산광역시 중구 약사동 666-53,052-286-2500,내과,울산,http://www.bkmed1.com/,,https://m.place.naver.com/place/1448999467,Y
좋은삼정병원,울산광역시 남구 무거동 217-1 좋은삼정병원,052-220-7500,내과,울산,http://www.sam-jeong.or.kr/,,https://m.place.naver.com/place/11834468,Y
