업체명,업종,주소,전화번호,톡톡URL,톡톡ID,플레이스URL
로사쌤의 컴교실,코딩학원,서울특별시 서대문구 연희동 334-23,,http://talk.naver.com/wc6jn9?frm=mnmb&frm=nmb_detail#nafullscreen,wc6jn9,https://m.place.naver.com/place/1527460410
파인특허법률사무소,특허사무소,경기도 성남시 분당구 운중동 961 KPGA 빌딩 2층 204호,052-700-5309,http://talk.naver.com/wceospg?frm=mnmb&frm=nmb_detail#nafullscreen,wceospg,https://m.place.naver.com/place/1925510310
시안사진관 마곡점,스튜디오,서울특별시 강서구 마곡동 771-4 이너매스 마곡 1차 2층 204호,,http://talk.naver.com/w4pkgq2?frm=mnmb&frm=nmb_detail#nafullscreen,w4pkgq2,https://m.place.naver.com/place/1139684916
마곡 사진관 나들이,스튜디오,서울특별시 강서구 마곡동 774-5 4층 405호,01039331117,http://talk.naver.com/w5tlco?frm=mnmb&frm=nmb_detail#nafullscreen,w5tlco,https://m.place.naver.com/place/31010316
연잎밥과 국수 다밀 검단점,도시락,인천광역시 서구 마전동 1057-4 2층,,http://talk.naver.com/wcb9fw?frm=mnmb&frm=nmb_detail#nafullscreen,wcb9fw,https://m.place.naver.com/place/38547524
청라꽃갈비 청라본점,도시락,인천광역시 서구 청라동 162-8 우리프라자 수변(지하)1층,,http://talk.naver.com/w4wuw5?frm=mnmb&frm=nmb_detail#nafullscreen,w4wuw5,https://m.place.naver.com/place/1716780567
티스테이션 호평점,타이어,경기도 남양주시 호평동 650-6 티스테이션 호평점,,http://talk.naver.com/w4oztz?frm=mnmb&frm=nmb_detail#nafullscreen,w4oztz,https://m.place.naver.com/place/34490976
강남중고차매매센터매매단지,자동차매매,서울특별시 용산구 용산동1가,,http://talk.naver.com/w3dn5hl?frm=mnmb&frm=nmb_detail#nafullscreen,w3dn5hl,https://m.place.naver.com/place/1443494471
톤즈의원 인천검단점,피부과,인천광역시 서구 원당동 1035-5 4층,0327249969 / 0327249969 / 0327249969,http://talk.naver.com/wmt9ikc?frm=mnmb&frm=nmb_detail#nafullscreen,wmt9ikc,https://m.place.naver.com/place/1089672423
스노우의원 인천검단점,피부과,인천광역시 서구 원당동 1040-5 더원타워 5층 504호~509호,0325663355 / 0325663355 / 0325663355 / 032-566-3358,http://talk.naver.com/w5y56i?frm=mnmb&frm=nmb_detail#nafullscreen,w5y56i,https://m.place.naver.com/place/1406799358
유앤아이의원 인천검단점,피부과,인천광역시 서구 원당동 1035-5 검단 눈담봄 101 3층,,http://talk.naver.com/wj5gul9?frm=mnmb&frm=nmb_detail#nafullscreen,wj5gul9,https://m.place.naver.com/place/1972573916
영아태권도,태권도,서울특별시 동작구 사당동 197-2 2층,,http://talk.naver.com/w4bvbd?frm=mnmb&frm=nmb_detail#nafullscreen,w4bvbd,https://m.place.naver.com/place/21057340
입주청소,청소업체,서울특별시 광진구 군자동 70-3 비1층,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1113154534
입주청소,청소업체,서울특별시 광진구 자양동 57-149,,http://talk.naver.com/wq3kqui?frm=mnmb&frm=nmb_detail#nafullscreen,wq3kqui,https://m.place.naver.com/place/2075220552
입주청소,입주청소,인천광역시 서구 청라동 157-15 2층 2355호  208호,,http://talk.naver.com/wq3kqui?frm=mnmb&frm=nmb_detail#nafullscreen,wq3kqui,https://m.place.naver.com/place/1045509402
입주청소,입주청소,인천광역시 서구 청라동 152-1 청라호수공원프라자 비27호,,http://talk.naver.com/wq3kqui?frm=mnmb&frm=nmb_detail#nafullscreen,wq3kqui,https://m.place.naver.com/place/1045509402
입주청소,입주청소,인천광역시 서구 청라동 152-1 2층,,http://talk.naver.com/wq3kqui?frm=mnmb&frm=nmb_detail#nafullscreen,wq3kqui,https://m.place.naver.com/place/1045509402
입주청소,입주청소,인천광역시 서구 청라동 152-1 2층 206호,,http://talk.naver.com/wq3kqui?frm=mnmb&frm=nmb_detail#nafullscreen,wq3kqui,https://m.place.naver.com/place/1045509402
승리전기인력,인력사무소,서울특별시 동대문구 용두동 252-156 목산빌딩 203호 승리전기인력,,http://talk.naver.com/w4j286?frm=mnmb&frm=nmb_detail#nafullscreen,w4j286,https://m.place.naver.com/place/1221295360
명동덮밥도시락,도시락,서울특별시 중구 명동2가 22 메이원호텔 지하1층,,http://talk.naver.com/wc4pp4?frm=mnmb&frm=nmb_detail#nafullscreen,wc4pp4,https://m.place.naver.com/place/34585190
법무사이석형사무소,법무사,충청북도 청주시 서원구 산남동 616 1층,,http://talk.naver.com/waddptw?frm=mnmb&frm=nmb_detail#nafullscreen,waddptw,https://m.place.naver.com/place/2012516420
사계절예쁨의원,피부과,서울특별시 강북구 미아동 35-5 에코피아빌딩 6층,02-980-2825,http://talk.naver.com/w4ftzf?frm=mnmb&frm=nmb_detail#nafullscreen,w4ftzf,https://m.place.naver.com/place/1566309725
성남중고차매매센터,자동차매매,경기도 성남시 수정구 복정동 658-10 204호,,http://talk.naver.com/wc9u57?frm=mnmb&frm=nmb_detail#nafullscreen,wc9u57,https://m.place.naver.com/place/1970326835
포항휴먼피부과의원,피부과,경상북도 포항시 북구 장성동 829 101호  201호,0547277267,http://talk.naver.com/wmpaa27?frm=mnmb&frm=nmb_detail#nafullscreen,wmpaa27,https://m.place.naver.com/place/1116002231
라인미의원,피부과,경상북도 포항시 북구 양덕동 668-3 3층,0547271004 / 0547271004 / 025151906,http://talk.naver.com/wugckdt?frm=mnmb&frm=nmb_detail#nafullscreen,wugckdt,https://m.place.naver.com/place/2021100565
청춘의원,성형외과,경기도 용인시 수지구 성복동 67-6 4층,0312620214 / 0312620214 / 031-261-0214,http://talk.naver.com/w4qf05?frm=mnmb&frm=nmb_detail#nafullscreen,w4qf05,https://m.place.naver.com/place/1144697510
수지온케어365의원,내과,경기도 용인시 수지구 상현동 254-14 원희캐슬프라자 B동 201호,,http://talk.naver.com/wsjlrzv?frm=mnmb&frm=nmb_detail#nafullscreen,wsjlrzv,https://m.place.naver.com/place/2004386176
팀유짐 구로디지털점,복싱,서울특별시 관악구 신림동 1655-2 정화빌딩 6층,028592007,http://talk.naver.com/w40yu9?frm=mnmb&frm=nmb_detail#nafullscreen,w40yu9,https://m.place.naver.com/place/36028459
아트아뜰리에 성인취미미술 학원 분당점,미술학원,경기도 성남시 분당구 서현동 269-4 산호트윈스2 4층,,http://talk.naver.com/wc2s1e?frm=mnmb&frm=nmb_detail#nafullscreen,wc2s1e,https://m.place.naver.com/place/1328285252
M보컬뮤직아카데미의정부실용음악학원,음악학원,경기도 의정부시 의정부동 197-4 2층,0318469541 / 0318469541,http://talk.naver.com/wc5242?frm=mnmb&frm=nmb_detail#nafullscreen,wc5242,https://m.place.naver.com/place/13063398
사랑이야기스튜디오 부천점,사진관,경기도 부천시 원미구 심곡동 351-12 사랑이야기스튜디오부천점,0326641217 / 05255255255,http://talk.naver.com/w4i5j3?frm=mnmb&frm=nmb_detail#nafullscreen,w4i5j3,https://m.place.naver.com/place/13005335
시안사진관 부천점,사진관,경기도 부천시 원미구 중동 1033-3 굿모닝프라자 3층,,http://talk.naver.com/wtkk2ye?frm=mnmb&frm=nmb_detail#nafullscreen,wtkk2ye,https://m.place.naver.com/place/1119309498
아이엘솔루션,분양대행,광주광역시 서구 마륵동 145-1,,http://talk.naver.com/w4p7ai?frm=mnmb&frm=nmb_detail#nafullscreen,w4p7ai,https://m.place.naver.com/place/1794493648
열무정리수납,정리수납,서울특별시 성동구 금호동1가 1823,,http://talk.naver.com/wym3nt8?frm=mnmb&frm=nmb_detail#nafullscreen,wym3nt8,https://m.place.naver.com/place/2074926544
에스앤케이병원,정형외과,대전광역시 서구 둔산동 963 대영프라자 3  4  5층,0424769000 / 0424769000 / 042-476-9022,http://talk.naver.com/w455sn?frm=mnmb&frm=nmb_detail#nafullscreen,w455sn,https://m.place.naver.com/place/16234024
이송연두피연구소,두피관리,서울특별시 종로구 종로1가 24 르메이에르 종로타운4층,,http://talk.naver.com/w4gdla?frm=mnmb&frm=nmb_detail#nafullscreen,w4gdla,https://m.place.naver.com/place/1330331558
아이디헤어 전주혁신점,미용실,전북특별자치도 전주시 덕진구 장동 1111 대방디엠시티 2층 A-275호 아이디헤어,0632373303 / 0632373303,http://talk.naver.com/w47qz3?frm=mnmb&frm=nmb_detail#nafullscreen,w47qz3,https://m.place.naver.com/place/1118096158
CLS학원,유아영어,인천광역시 연수구 연수동 597-4 연수프라자704호일부,0328151912,http://talk.naver.com/w90ww97?frm=mnmb&frm=nmb_detail#nafullscreen,w90ww97,https://m.place.naver.com/place/33210243
루비나 피부&amp;바디,에스테틱,경기도 의정부시 금오동 473-3 신세계프라자 403호,0318510907 / 0318510907 / 031-851-0998,http://talk.naver.com/w4kb9l?frm=mnmb&frm=nmb_detail#nafullscreen,w4kb9l,https://m.place.naver.com/place/21440321
화곡동이사,이삿짐센터,서울특별시 강서구 화곡동 105-178,,http://talk.naver.com/w4ayeu?frm=mnmb&frm=nmb_detail#nafullscreen,w4ayeu,https://m.place.naver.com/place/1327450426
퀸즈가 스튜디오 시흥점,웨딩업체,경기도 시흥시 대야동 532-1 오성프라자 2층 201  202  203호,,http://talk.naver.com/wncq43f?frm=mnmb&frm=nmb_detail#nafullscreen,wncq43f,https://m.place.naver.com/place/1854139475
에이블짐 어린이대공원점,헬스장,서울특별시 광진구 군자동 503 B1층 에이블짐 어린이대공원점,0221358897 / 0221358897,http://talk.naver.com/w44itj?frm=mnmb&frm=nmb_detail#nafullscreen,w44itj,https://m.place.naver.com/place/1404599089
티스테이션 올마이티 전주역점,타이어,전북특별자치도 전주시 덕진구 인후동2가 1577-1 티스테이션 올마이티 전주역점,031-5178-9046,http://talk.naver.com/w4q2a5?frm=mnmb&frm=nmb_detail#nafullscreen,w4q2a5,https://m.place.naver.com/place/37408379
티스테이션 올마이티 송천점,타이어,전북특별자치도 전주시 덕진구 송천동2가 301-17 티스테이션 송천점,031-5178-9046,http://talk.naver.com/w4q2ad?frm=mnmb&frm=nmb_detail#nafullscreen,w4q2ad,https://m.place.naver.com/place/1384423600
프린트샵미니 동탄호수점,복사인쇄,경기도 화성시 동탄구 송동 725-4,,http://talk.naver.com/w4f95u?frm=mnmb&frm=nmb_detail#nafullscreen,w4f95u,https://m.place.naver.com/place/1413519775
입주청소,청소업체,서울특별시 중구 장교동 1 8층,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1040133926
특수청소,청소업체,서울특별시 중구 오장동 206-3 비02 나-109호,02-3480-3573,http://talk.naver.com/wwe2hbc?frm=mnmb&frm=nmb_detail#nafullscreen,wwe2hbc,https://m.place.naver.com/place/2089029634
공감게스트하우스,게스트하우스,대구광역시 중구 종로2가 15,053-257-8999 / 070-8915-8991,http://talk.naver.com/w42p3x?frm=mnmb&frm=nmb_detail#nafullscreen,w42p3x,https://m.place.naver.com/place/32874689
패밀리포토하우스,웨딩촬영,서울특별시 금천구 독산동 152-8 3층,,http://talk.naver.com/w4va1g?frm=mnmb&frm=nmb_detail#nafullscreen,w4va1g,https://m.place.naver.com/place/11833665
법무법인에스엘,변호사사무소,서울특별시 중구 태평로1가 61-1 2403호,024027650 / 024027650,http://talk.naver.com/w4lgjn?frm=mnmb&frm=nmb_detail#nafullscreen,w4lgjn,https://m.place.naver.com/place/1045017182
무이 대치본점,미용실,서울특별시 강남구 대치동 988 보양빌딩 1층 무이 대치본점,,http://talk.naver.com/wca2f1?frm=mnmb&frm=nmb_detail#nafullscreen,wca2f1,https://m.place.naver.com/place/1992540315
무이 한티점,미용실,서울특별시 강남구 대치동 936-15 그린빌딩 1층 무이 한티점,,http://talk.naver.com/w4q2ae?frm=mnmb&frm=nmb_detail#nafullscreen,w4q2ae,https://m.place.naver.com/place/1500974767
차산후,자동차검사,경기도 부천시 원미구 상동 499-2 B103호,,http://talk.naver.com/wxb3f26?frm=mnmb&frm=nmb_detail#nafullscreen,wxb3f26,https://m.place.naver.com/place/2003499397
티스테이션 도당점,자동차검사,경기도 부천시 원미구 도당동 258-32,,http://talk.naver.com/w4fkto?frm=mnmb&frm=nmb_detail#nafullscreen,w4fkto,https://m.place.naver.com/place/19252955
랭스터디카페 경희대점,스터디카페,서울특별시 동대문구 회기동 57-11 2층 랭스터디카페 경희대점,,http://talk.naver.com/w47k62?frm=mnmb&frm=nmb_detail#nafullscreen,w47k62,https://m.place.naver.com/place/1756979875
가구톡세상 대전점,상가인테리어,대전광역시 대덕구 상서동 434-6 3층 가구톡 대전점,,http://talk.naver.com/wbreqti?frm=mnmb&frm=nmb_detail#nafullscreen,wbreqti,https://m.place.naver.com/place/1709969912
법무법인 빛 강북분사무소,변호사사무소,서울특별시 강북구 번동 446-8 8층,,http://talk.naver.com/w5yqfp?frm=mnmb&frm=nmb_detail#nafullscreen,w5yqfp,https://m.place.naver.com/place/1175984358
안양탑정형외과의원,정형외과,경기도 안양시 만안구 안양동 676-10 왕패션타운 4  5층,0314657585 / 0314657585 / 031-465-7584,http://talk.naver.com/wfr3lbf?frm=mnmb&frm=nmb_detail#nafullscreen,wfr3lbf,https://m.place.naver.com/place/1401703147
소담,리모델링,전북특별자치도 전주시 덕진구 만성동 7 1층 2호,,http://talk.naver.com/wlq7de8?frm=mnmb&frm=nmb_detail#nafullscreen,wlq7de8,https://m.place.naver.com/place/1258462418
브이아이피정리수납,정리수납,서울특별시 송파구 가락동 80 2305호,,http://talk.naver.com/wc2nk1?frm=mnmb&frm=nmb_detail#nafullscreen,wc2nk1,https://m.place.naver.com/place/1545237764
필립인테리어그룹 거제점,리모델링,부산광역시 연제구 거제동 450-16 2층,,http://talk.naver.com/w4bxf2?frm=mnmb&frm=nmb_detail#nafullscreen,w4bxf2,https://m.place.naver.com/place/20349136
한샘리하우스 공간사랑대리점,리모델링,부산광역시 금정구 부곡동 235-14 우신빌딩 1층 한샘리하우스 공간사랑대리점,051 517 6023,http://talk.naver.com/w4vv1y?frm=mnmb&frm=nmb_detail#nafullscreen,w4vv1y,https://m.place.naver.com/place/1548425726
공간사랑 인테리어 부산 연제점,리모델링,부산광역시 연제구 연산동 479-9 5층,051 517 6023,http://talk.naver.com/wql81ve?frm=mnmb&frm=nmb_detail#nafullscreen,wql81ve,https://m.place.naver.com/place/1747300868
공간사랑 인테리어 부산 북구점,리모델링,부산광역시 북구 금곡동 366 1층 108호,051 517 6023,http://talk.naver.com/w4r511?frm=mnmb&frm=nmb_detail#nafullscreen,w4r511,https://m.place.naver.com/place/1475264836
원웨이어학원 운정캠퍼스,성인영어,경기도 파주시 목동동 935-2 월드타워5빌딩 3층 전층,,http://talk.naver.com/w4uqop?frm=mnmb&frm=nmb_detail#nafullscreen,w4uqop,https://m.place.naver.com/place/1071081263
건강누리한의원 안산점,한의원,경기도 안산시 단원구 초지동 729 202  203호,,http://talk.naver.com/wjuab2y?frm=mnmb&frm=nmb_detail#nafullscreen,wjuab2y,https://m.place.naver.com/place/2034309796
미올한의원 안산,한의원,경기도 안산시 단원구 고잔동 534-3 중앙노블레스빌딩 2층 미올한의원,,http://talk.naver.com/w5tn19?frm=mnmb&frm=nmb_detail#nafullscreen,w5tn19,https://m.place.naver.com/place/37206767
안산중앙한의원,한의원,경기도 안산시 단원구 고잔동 539-20 4층,03180424975 / 054-246-1075,http://talk.naver.com/w4fnqx?frm=mnmb&frm=nmb_detail#nafullscreen,w4fnqx,https://m.place.naver.com/place/1879178004
프루데이,케이터링,서울특별시 용산구 동자동 35-73 1층,,http://talk.naver.com/wse9twr?frm=mnmb&frm=nmb_detail#nafullscreen,wse9twr,https://m.place.naver.com/place/2006295426
한컴CQ교실 광명지사,코딩학원,경기도 광명시 광명동 150-19 크로앙스 2층,,http://talk.naver.com/w5v15b?frm=mnmb&frm=nmb_detail#nafullscreen,w5v15b,https://m.place.naver.com/place/1529609353
디앤특허법률사무소,특허사무소,전북특별자치도 전주시 덕진구 팔복동1가 337-2 전라북도경제통상진흥원 본관 4층 401호,,http://talk.naver.com/wcsrdq?frm=mnmb&frm=nmb_detail#nafullscreen,wcsrdq,https://m.place.naver.com/place/21656310
에이원모터스,중고차,서울특별시 성북구 동소문동6가 172-2 중고자동차,,http://talk.naver.com/wj61ibv?frm=mnmb&frm=nmb_detail#nafullscreen,wj61ibv,https://m.place.naver.com/place/2012870522
다룸세무회계사무소,회계사무소,서울특별시 성북구 동소문동4가 76 104호,,http://talk.naver.com/w4lxof?frm=mnmb&frm=nmb_detail#nafullscreen,w4lxof,https://m.place.naver.com/place/1986254581
똑똑재활의학과의원,재활의학과,부산광역시 해운대구 좌동 1479-3 세종월드프라자 A동 5층 501-1호,,http://talk.naver.com/w8op81r?frm=mnmb&frm=nmb_detail#nafullscreen,w8op81r,https://m.place.naver.com/place/1129764372
쿤타이마사지 수유동점,에스테틱,서울특별시 강북구 수유동 189-35 4층,,http://talk.naver.com/w41cmh?frm=mnmb&frm=nmb_detail#nafullscreen,w41cmh,https://m.place.naver.com/place/31592430
더나은이비인후과의원,이비인후과,대구광역시 달성군 화원읍 천내리 40-11 2층,053.632.8275 / 053.632.8275,http://talk.naver.com/w4pym5?frm=mnmb&frm=nmb_detail#nafullscreen,w4pym5,https://m.place.naver.com/place/1637183716
유어 타일 욕실 리모델링,욕실리모델링,서울특별시 양천구 신월동 90-13 1층,,http://talk.naver.com/w47gnv?frm=mnmb&frm=nmb_detail#nafullscreen,w47gnv,https://m.place.naver.com/place/1568211523
시즌포유네일,네일샵,서울특별시 영등포구 영등포동3가 10-11 3층,070-7722-5405,http://talk.naver.com/wc2tml?frm=mnmb&frm=nmb_detail#nafullscreen,wc2tml,https://m.place.naver.com/place/1328846210
